origin,origin_length,text_original,text_translated,pointers
0x0E039158,28,きゃあ、ホントに開いたあ！{nl},,0x0E0392E4
0x0E039174,24,ジュディが言ったのよ！{nl},,0x0E0392EC
0x0E03918C,20,ね、ね、{momo}ちゃん！{np},,0x0E0392F0
0x0E0391A0,10,グワア、{nl},,0x0E0392F8
0x0E0391AC,22,考えたのは{momo}ちゃんだ{nl},,0x0E0392FC
0x0E0391C4,18,ガア、ジュディ。{np},,0x0E039300
0x0E0391D8,26,うっさいわねえ…フンだ。{np},,0x0E039304
0x0E0391F4,14,まぁ、まぁ。{np},,0x0E039308
0x0E039310,18,さて、{momo}ちゃん、{nl},,0x0E039374
0x0E039324,24,何番を入れるであるか？{np},,0x0E03937C
0x0E039380,24,ちがうみたいじゃな……{np},,0x0E039410
0x0E039398,24,なにかヒントがどこかに{nl},,0x0E039420
0x0E0393B0,22,あるんじゃないかな？{np},,0x0E039424
0x0E039428,20,あーん、ダメだあ。{nl},,0x0E03954C
0x0E03943C,16,開かないよお。{np},,0x0E039554
0x0E03944C,26,うーん、むずかしいなあ…{np},,0x0E039560
0x0E039468,12,クワー？？{nl},,0x0E039564
0x0E039474,28,この世で一番エライのだーれ{nl},,0x0E039568
0x0E039490,24,って、なんだグアア？？{np},,0x0E03956C
0x0E0394A8,20,だれのコトだグア？{np},,0x0E039570
0x0E039574,28,このプレートに書かれている{nl},,0x0E0397AC
0x0E039590,28,モンクは、きっとイミがある{nl},,0x0E0397B4
0x0E0395AC,22,にちがいないである。{np},,0x0E0397B8
0x0E0395C4,24,どうしてそう思うワケ？{np},,0x0E0397C4
0x0E0395DC,26,ハクサイのヤツが、自分の{nl},,0x0E0397C8
0x0E0395F8,28,じまんしたくて、書いただけ{nl},,0x0E0397CC
0x0E039614,24,かも知れないじゃない！{np},,0x0E0397D0
0x0E03962C,16,この世で一番、{nl},,0x0E0397D4
0x0E03963C,24,エライのだーれか………{np},,0x0E0397D8
0x0E039654,28,たしかにハクサイだいまおう{nl},,0x0E0397DC
0x0E039670,28,はこの思い出の国では一番す{nl},,0x0E0397E0
0x0E03968C,28,ごいパワーがあるんじゃが…{np},,0x0E0397E4
0x0E0396A8,12,はくさい、{nl},,0x0E0397E8
0x0E0396B4,12,ハクサイ、{nl},,0x0E0397EC
0x0E0396C0,24,ハ、ク、サ、イかあ……{np},,0x0E0397F0
0x0E0397F4,22,やっぱ、ムリだよお。{nl},,0x0E0399B0
0x0E03980C,24,４つの数字をいくら当て{nl},,0x0E0399B8
0x0E039824,28,ずっぽうに合わせてみても、{np},,0x0E0399BC
0x0E039840,16,そんなにうまく{nl},,0x0E0399C4
0x0E039850,24,暗号になるワケないよ。{np},,0x0E0399C8
0x0E039868,12,そうよね…{np},,0x0E0399D0
0x0E039874,24,グワッ、４つの数字で、{nl},,0x0E0399D4
0x0E03988C,26,コトバにならないクワッ？{np},,0x0E0399D8
0x0E0398A8,16,「ヨロシク」を{nl},,0x0E0399DC
0x0E0398B8,22,４６４９、とか………{np},,0x0E0399E0
0x0E0398D0,8,んー？{nl},,0x0E0399E4
0x0E0398D8,26,じゃあ「ハクサイ」は…？{np},,0x0E0399E8
0x0E0399EC,28,そうか！わかったであるぞ！{nl},,0x0E039D54
0x0E039A08,28,ジュディ、わしの言う通りに{nl},,0x0E039D5C
0x0E039A24,24,カギを動かすであるぞ。{np},,0x0E039D60
0x0E039A3C,28,クロックさん、わかったの？{np},,0x0E039D6C
0x0E039A58,26,ワシをダレだと思っている{nl},,0x0E039D70
0x0E039A74,12,であるか。{np},,0x0E039D74
0x0E039A80,26,とびらの管理人であるぞ。{nl},,0x0E039D78
0x0E039A9C,26,とびらのコトならまかせる{nl},,0x0E039D7C
0x0E039AB8,14,のである！！{np},,0x0E039D80
0x0E039AC8,20,いーから、早くー！{np},,0x0E039D84
0x0E039ADC,26,「一番エライのだーれ」、{np},,0x0E039D88
0x0E039AF8,28,こんなフザけたコトを言うの{nl},,0x0E039D8C
0x0E039B14,28,はハクサイだいまおうくらい{nl},,0x0E039D90
0x0E039B30,18,であるからして、{np},,0x0E039D94
0x0E039B44,18,暗号はハクサイ、{nl},,0x0E039D98
0x0E039B58,28,つまり「８・９・３・１」に{nl},,0x0E039D9C
0x0E039B74,24,ちがいないであるぞ！！{np},,0x0E039DA0
0x0E039B8C,12,そうか……{nl},,0x0E039DA4
0x0E039B98,28,すっごい、クロックさん！！{np},,0x0E039DA8
0x0E039BB4,20,よーし、入れるよ！{nl},,0x0E039DAC
0x0E039BC8,20,８、９、３、１ね！{np},,0x0E039DB0
0x0E039BDC,22,やったあ！開いたよ！{np},,0x0E039DC0
0x0E039EB8,12,ジュディが{nl},,0x0E03A284
0x0E039EC4,26,アイツらの気をそらすわ！{np},,0x0E03A28C
0x0E039EE0,12,{momo}ちゃん、{nl},,0x0E03A294
0x0E039EEC,24,すきを見て、進んでね！{np},,0x0E03A298
0x0E039F04,24,一度に大人数で動くと、{nl},,0x0E03A2A0
0x0E039F1C,24,気づかれるかもしれん。{np},,0x0E03A2A4
0x0E039F34,26,ここは２つのグループに分{nl},,0x0E03A2A8
0x0E039F50,28,かれたほうがいいじゃろう。{np},,0x0E03A2AC
0x0E039F6C,8,うん、{nl},,0x0E03A2B0
0x0E039F74,18,じゃあ、あたしは{nl},,0x0E03A2B4
0x0E039F88,18,{momo}一号と行くわ。{np},,0x0E03A2B8
0x0E039F9C,18,グアァ…う…ん、{nl},,0x0E03A2C0
0x0E039FB0,18,いいよ…クエー…{np},,0x0E03A2C4
0x0E039FC4,22,ワシは後で行くから。{np},,0x0E03A2C8
0x0E039FDC,28,エーイ、キャプテンだけでは{nl},,0x0E03A370
0x0E039FF8,28,心配であるからして、ワシも{nl},,0x0E03A374
0x0E03A014,28,キャプテンと行くであるぞ！{np},,0x0E03A378
0x0E03A030,22,うん。クロックさん、{nl},,0x0E03A37C
0x0E03A048,28,キャプテンはもう年だから、{nl},,0x0E03A380
0x0E03A064,24,しっかり号令かけてね！{np},,0x0E03A384
0x0E03A3DC,11,やったぁ！,,0x0E03A5FC
0x0E03A3E8,5,！？,,0x0E03A638
0x0E03A3F0,13,きゃあっ！！,,0x0E03A63C
0x0E03A770,15,イタタ……。{np}{nl},,0x0E03AEC8
0x0E03A780,16,だいじょうぶ？{nl},,0x0E03AED4
0x0E03A790,12,{momo}一号！！{np},,0x0E03AED8
0x0E03A79C,10,アッ！！{nl},,0x0E03AEEC
0x0E03A7A8,25,前輪のじくが、折れてる！,,0x0E03AEF0
0x0E03A7C4,24,いったいどうしたの！？{nl},,0x0E03AEF8
0x0E03A7DC,24,なんで、そんなことに？{np},,0x0E03AEFC
0x0E03A7F4,22,クエー…へへへ……。{np},,0x0E03AF00
0x0E03A80C,28,さっきあびたキリのせいで、{nl},,0x0E03AF04
0x0E03A828,26,サビちゃったんだガア……{nl},,0x0E03AF08
0x0E03A844,10,クエ……{np},,0x0E03AF0C
0x0E03A850,21,{momo}一号…どうして？{np}{nl},,0x0E03AF10
0x0E03A868,22,どうして、もっと早く{nl},,0x0E03AF14
0x0E03A880,24,言ってくんなかったの？{np},,0x0E03AF18
0x0E03A898,18,クエッ、ごめん、{nl},,0x0E03AF1C
0x0E03A8AC,16,{momo}ちゃん……。{np},,0x0E03AF20
0x0E03A8BC,10,クエー…{nl},,0x0E03AF24
0x0E03A8C8,18,ボクは{momo}ちゃんの{nl},,0x0E03AF28
0x0E03A8DC,28,そばにいたかったクエー…、{np},,0x0E03AF2C
0x0E03A8F8,22,役にたちたかったんだ{nl},,0x0E03AF30
0x0E03A910,12,ガア……。{np},,0x0E03AF34
0x0E03A91C,26,でも、ここから先、ボクは{nl},,0x0E03B0E0
0x0E03A938,26,いっしょに行けない………{np},,0x0E03B0E4
0x0E03A954,28,クエー…ボクを置いて行って{nl},,0x0E03B0EC
0x0E03A970,14,ほしいガア。{np},,0x0E03B0F0
0x0E03A980,18,でも…、でも…！{np},,0x0E03B108
0x0E03A994,29,ハア、ハア…もうダメ……。{np}{nl},,0x0E03B134
0x0E03A9B4,26,つかれた……ハア…………{np},,0x0E03B138
0x0E03A9D0,15,ジュディ……{np}{nl},,0x0E03B13C
0x0E03A9E0,18,{momo}一号が………！{np},,0x0E03B140
0x0E03A9F4,23,グアッ！さあ、早く！{np}{nl},,0x0E03B144
0x0E03AA0C,22,ボクはヘイキだガア！{np},,0x0E03B148
0x0E03AA24,21,クエッ！{momo}ちゃん！{np}{nl},,0x0E03B14C
0x0E03AA3C,24,思い出をなくさないで！{np},,0x0E03B150
0x0E03AA54,16,ボクのコトも、{nl},,0x0E03B154
0x0E03AA64,18,みんなのコトも、{nl},,0x0E03B158
0x0E03AA78,18,わすれないで！！{np},,0x0E03B15C
0x0E03AA8C,12,{momo}一号……{np},,0x0E03B160
0x0E03AA98,18,クワアアアア！！{nl},,0x0E03B164
0x0E03AAAC,14,早く行って！{nl},,0x0E03B168
0x0E03AABC,12,{momo}ちゃん！{np},,0x0E03B16C
0x0E03AAC8,12,キュキュ？{nl},,0x0E03B338
0x0E03AAD4,16,こっちでなんか{nl},,0x0E03B33C
0x0E03AAE4,26,もの音がした気がするな。{np},,0x0E03B340
0x0E03AB00,25,しかた…ない…わ…ね。{np}{nl},,0x0E03B34C
0x0E03AB1C,26,も、一回、行ってくるわ。{np},,0x0E03B358
0x0E03AB38,14,{momo}…ちゃん…{nl},,0x0E03B364
0x0E03AB48,14,がんばって…{nl},,0x0E03B368
0x0E03AB58,28,ジュディ…もできる…だけ、{np},,0x0E03B36C
0x0E03AB74,22,ここでキューリ…を、{nl},,0x0E03B370
0x0E03AB8C,28,引きつけとく…から……ね！{np},,0x0E03B374
0x0E03ABA8,24,キュキュ？こっちかな？{np},,0x0E03B398
0x0E03ABC0,18,{momo}ちゃん、ワシが{nl},,0x0E03B3A0
0x0E03ABD4,20,{momo}一号を守るために{nl},,0x0E03B3A4
0x0E03ABE8,10,残ろう。{np},,0x0E03B3A8
0x0E03ABF4,22,だから、心配しないで{nl},,0x0E03B564
0x0E03AC0C,14,{baku}のところに{nl},,0x0E03B568
0x0E03AC1C,14,行ってくれ。{np},,0x0E03B56C
0x0E03AC2C,26,さすがキャプテンである！{nl},,0x0E03B57C
0x0E03AC48,29,りっぱなハンダンであるぞ！{np}{nl},,0x0E03B580
0x0E03AC68,18,さあ、{momo}ちゃん！{np},,0x0E03B58C
0x0E03AC7C,14,キャプテン、{nl},,0x0E03B5B0
0x0E03AC8C,18,ムリしないでね！{np},,0x0E03B5B4
0x0E03ACA0,22,出来るだけ、にげて！{nl},,0x0E03B5B8
0x0E03ACB8,10,お願い！{np},,0x0E03B5BC
0x0E03B788,26,最近キャベツ様がさらって{nl},,0x0E03BB64
0x0E03B7A4,28,きたイヌ、なんて名前だった{nl},,0x0E03BB6C
0x0E03B7C0,8,キュ？{np},,0x0E03BB70
0x0E03B7C8,20,{baku}とか言ったキュ。{np},,0x0E03BB84
0x0E03B7DC,23,あいつ、バカだキュ。{np}{nl},,0x0E03BB88
0x0E03B7F4,26,だいまおう様にさからって{nl},,0x0E03BB8C
0x0E03B810,20,ばっかりいるから、{np},,0x0E03BB90
0x0E03B824,18,いつもイタい目に{nl},,0x0E03BB98
0x0E03B838,22,あわされてるっキュ。{np},,0x0E03BB9C
0x0E03B850,12,キュキュ。{nl},,0x0E03BBA4
0x0E03B85C,22,またやられてるキュ。{np},,0x0E03BBA8
0x0E03B874,26,毎日いじめられてるから、{nl},,0x0E03BBAC
0x0E03B890,24,だいぶ弱ってきたキュ。{np},,0x0E03BBB0
0x0E03B8A8,15,バカだキュ。{np}{nl},,0x0E03BBB4
0x0E03B8B8,16,さ、オレたちも{nl},,0x0E03BBB8
0x0E03B8C8,18,お仕事しないと、{np},,0x0E03BBBC
0x0E03B8DC,24,ハクサイだいまおう様に{nl},,0x0E03BBC0
0x0E03B8F4,24,お仕置されちゃうキュ。{np},,0x0E03BBC4
0x0E03B90C,20,それもそうだキュ。{np},,0x0E03BBC8
0x0E03B920,6,{baku}…{np},,0x0E03BD78
0x0E03B928,20,かわいそうに、{baku}は{nl},,0x0E03BD7C
0x0E03B93C,28,大変なメにあっておるらしい{nl},,0x0E03BD80
0x0E03B958,12,であるな！{np},,0x0E03BD84
0x0E03B964,24,クロックさん、急ごう！{np},,0x0E03BD8C
0x0E03BFB8,7,キャ！,,0x0E03C508
0x0E03BFC8,14,いたた………{np},,0x0E03C538
0x0E03BFE0,8,？……{np},,0x0E03C54C
0x0E03BFF0,7,きゃ！,,0x0E03C75C
0x0E03BFF8,28,なんとッ！！てんじょうが！{nl},,0x0E03C76C
0x0E03C014,12,{momo}ちゃん！{nl},,0x0E03C770;0x0E03D290
0x0E03C020,17,あぶないである！,,0x0E03C774
0x0E03C03C,22,早く、こっちににげる{nl},,0x0E03C780
0x0E03C054,11,である！！,,0x0E03C784
0x0E03C060,28,足が……！　足がイタくて、{nl},,0x0E03C7A0
0x0E03C07C,27,これ以上、早く進めないよ！,,0x0E03C7A4
0x0E03C098,21,きゃあ！もうダメ！！,,0x0E03C82C
0x0E03C890,15,{slow}ヌオオオ！！{nl},,0x0E03CA94
0x0E03C8A0,14,ガンボット！{nl},,0x0E03CAA8
0x0E03C8B0,27,やっぱり、{momo}ちゃんはぁぁ！,,0x0E03CAAC
0x0E03C8CC,26,オレ様の第二のご主人様だ{nl},,0x0E03CAB0
0x0E03C8E8,11,ゴーン！！,,0x0E03CAB4
0x0E03C8F4,18,見すてるコトは…{nl},,0x0E03CAB8
0x0E03C908,15,出来ないッ！！,,0x0E03CABC
0x0E03CB3C,16,グォォォォ！！{np},,0x0E03D034
0x0E03CB4C,16,ガンボット！！{nl},,0x0E03D044
0x0E03CB5C,18,来てくれたの！？{np},,0x0E03D048
0x0E03CB70,6,お…{nl},,0x0E03D04C
0x0E03CB78,26,思いだしてくれた…ガン！{np},,0x0E03D050
0x0E03CB94,12,やっぱり、{nl},,0x0E03D058
0x0E03CBA0,14,{momo}ちゃんは…{np},,0x0E03D05C
0x0E03CBB0,14,だ…第二の…{nl},,0x0E03D060
0x0E03CBC0,18,ご主人だ…ガン！{np},,0x0E03D064
0x0E03CBD4,18,{momo}ちゃん…早く…{nl},,0x0E03D068
0x0E03CBE8,16,にげる…ガン。{np},,0x0E03D06C
0x0E03CBF8,18,{momo}ちゃん！早く！{np},,0x0E03D070
0x0E03CC0C,22,ガンボット！あたしは{nl},,0x0E03D098
0x0E03CC24,25,もうだいじょうぶだよ！{np}{nl},,0x0E03D09C
0x0E03CC40,18,早くこっちに！！{np},,0x0E03D0A0
0x0E03CC54,28,ダメだ…ゴン…ここを…どい{nl},,0x0E03D250
0x0E03CC70,20,たら…{momo}ちゃんが…{np},,0x0E03D254
0x0E03CC84,28,もどる道がなくなる…ガン…{nl},,0x0E03D258
0x0E03CCA0,16,…く…くく……{np},,0x0E03D25C
0x0E03CCB0,22,そんな！　ダメだよ！{nl},,0x0E03D268
0x0E03CCC8,18,むちゃしないで！{nl},,0x0E03D26C
0x0E03CCDC,16,ガンボット！！{np},,0x0E03D270
0x0E03CCEC,26,オレ…様は……スーパー…{nl},,0x0E03D274
0x0E03CD08,20,ロボットだゴン……{np},,0x0E03D278
0x0E03CD1C,28,だ……だいじょうぶ…だい…{nl},,0x0E03D27C
0x0E03CD38,16,じょう…ぶ……{np},,0x0E03D280
0x0E03CD48,22,ここはガマンである！{np},,0x0E03D294
0x0E03CD60,24,ガンボットの心をムダに{nl},,0x0E03D298
0x0E03CD78,22,してはいかんである！{nl},,0x0E03D29C
0x0E03CD90,18,進むであるぞ！！{np},,0x0E03D2A0
0x0E03CDA4,24,ガンボット…ごめん……{nl},,0x0E03D2A4
0x0E03CDBC,24,きっと…きっともどって{nl},,0x0E03D2A8
0x0E03CDD4,16,くるから…！！{np},,0x0E03D2AC
0x0E03CDE4,24,や…やくそくだ…ガン…{nl},,0x0E03D2B0
0x0E03CDFC,18,……{momo}ちゃん……{np},,0x0E03D2B4
0x0E03D848,9,{baku}…！！,,0x0E03DB88
0x0E03D854,13,キュキュ！？,,0x0E03DD64
0x0E03D86C,20,何か声がしたキュ？{np},,0x0E03DD88
0x0E03D880,10,アッ！！{nl},,0x0E03DDA4
0x0E03D88C,12,{momo}だキュ！{nl},,0x0E03DDB4
0x0E03D898,14,{momo}だキュ！！{np},,0x0E03DDB8
0x0E03D8A8,12,しまった！{nl},,0x0E03DFA4
0x0E03D8B4,22,みつかったである！！{np},,0x0E03DFAC
0x0E03D8CC,15,オーーーイ！{np}{nl},,0x0E03DFC0
0x0E03D8DC,18,{momo}がいたッキュ！{nl},,0x0E03DFC4
0x0E03D8F0,20,{momo}がいたッキュ！！{np},,0x0E03DFC8
0x0E03D90C,20,つかまえるッキュ！{np},,0x0E03E1AC
0x0E03D920,20,つかまえるッキュ！{nl},,0x0E03E1C8
0x0E03D934,22,つかまえるッキュ！！{np},,0x0E03E1CC
0x0E03D94C,12,{baku}…………{np},,0x0E03E1D4
0x0E03E3EC,6,{baku}！{nl},,0x0E03E764
0x0E03E3F4,8,{baku}ッ！{np},,0x0E03E76C
0x0E03E3FC,18,しっかりしてッ！{nl},,0x0E03E774
0x0E03E410,12,{baku}ッ！！　{np},,0x0E03E778
0x0E03E41C,10,いかん、{nl},,0x0E03E790
0x0E03E428,26,ケガをしておるようじゃ。{np},,0x0E03E794
0x0E03E444,26,ムリして動くでないッ！！{np},,0x0E03E798
0x0E03E460,8,{baku}……{np},,0x0E03E79C
0x0E03E468,19,{baku}……ゴメンね。{np}{nl},,0x0E03E7AC
0x0E03E47C,16,あたしのために{nl},,0x0E03E7B0
0x0E03E48C,24,こんなひどいメに………{np},,0x0E03E7B4
0x0E03E4B0,22,{baku}ッ！どこへ行くの！{nl},,0x0E03E9B4
0x0E03E4C8,18,じっとしてなきゃ{nl},,0x0E03E9B8
0x0E03E4DC,13,ダメだよッ！,,0x0E03E9BC
0x0E03E4EC,20,{baku}！　もうやめて、{nl},,0x0E03E9D4
0x0E03E500,26,あたしのことはいいから、{nl},,0x0E03E9D8
0x0E03E51C,16,もうやめてッ！{np},,0x0E03E9DC
0x0E03E52C,14,{baku}……{baku}……{np},,0x0E03E9E4
0x0E03E53C,6,{baku}！{np},,0x0E03E9EC
0x0E03EAE8,26,遊び方を教えましょうか？{nl},,0x0E03ECA0
0x0E03EB04,17,　{opt}ウン！教えて{nl},,0x0E03ECA8
0x0E03EB18,20,　{opt}知ってるからいい,,0x0E03ECAC
0x0E03EB2C,16,{baku}は{momo}ちゃんを{nl},,0x0E03ECB8
0x0E03EB3C,28,助けるために必死でがんばっ{nl},,0x0E03ECBC
0x0E03EB58,10,てるわ！{np},,0x0E03ECC0
0x0E03EB64,10,{momo}、{baku}を{nl},,0x0E03ECC4
0x0E03EB70,22,おうえんしてあげて！{np},,0x0E03ECC8
0x0E03EB88,18,おうえんするには{nl},,0x0E03ECCC
0x0E03EB9C,24,［Ａボタン］をすばやく{nl},,0x0E03ECD0
0x0E03EBB4,22,いっぱい、たたいて！{np},,0x0E03ECD4
0x0E03EBCC,18,さあ、がんばって{nl},,0x0E03ECD8
0x0E03EBE0,14,{momo}ちゃん！！{np},,0x0E03ECDC
0x0E03F198,22,おねがい、がんばって{nl},,0x0E03F224
0x0E03F1B0,3,{baku},,0x0E03F22C
0x0E03F1B4,2,{np},,0x0E03F238;0x0E03F2E0;0x0E03F388;0x0E03F430;0x0E03F4DC
0x0E03F244,6,{baku}、{nl},,0x0E03F2CC
0x0E03F24C,19,もっと力を入れて！,,0x0E03F2D4
0x0E03F2EC,10,{baku}、{baku}！{nl},,0x0E03F374
0x0E03F2F8,13,しっかり！！,,0x0E03F37C
0x0E03F394,12,がんばれ！{nl},,0x0E03F41C
0x0E03F3A0,15,がんばれ、{baku}！,,0x0E03F424
0x0E03F43C,18,もう少しよ、{baku}！{nl},,0x0E03F4C8
0x0E03F450,11,もう少し！,,0x0E03F4D0
0x0E03F4E8,5,{baku}！,,0x0E03F544
0x0E03F558,12,{fast}連射測定！,,0x0E03F6A4
0x0E03F564,16,{fast}%05d.%05d.%03d,,0x0E03F6B0
0x0E03F8D0,16,おや、オリから{nl},,0x0E040AE8
0x0E03F8E0,26,にげだしたようだな〜ん。{np},,0x0E040AF0
0x0E03F8FC,24,だけど、にがしてやると{nl},,0x0E040B3C
0x0E03F914,22,でも思ったのか〜い？{np},,0x0E040B40
0x0E03F92C,16,飛んで火に入る{nl},,0x0E040D58
0x0E03F93C,16,ナントカだな。{nl},,0x0E040D5C
0x0E03F94C,24,ガハハハハハハハハッ！{np},,0x0E040D60
0x0E03F964,9,{momo}よ！{np}{nl},,0x0E040D78
0x0E03F970,27,ここであったが百年目だな〜,,0x0E040D7C
0x0E03F994,22,ハクサイだいまおう！{np},,0x0E040F7C
0x0E03F9AC,16,{baku}！　やめて！{nl},,0x0E040FA4
0x0E03F9BC,12,やめるの！{np},,0x0E040FA8
0x0E03F9C8,14,{momo}ちゃん！？{nl},,0x0E040FAC
0x0E03F9D8,20,どうしたんじゃ？　{np},,0x0E040FB0
0x0E03F9EC,12,ほほ〜ん、{nl},,0x0E040FBC
0x0E03F9F8,26,ていこうしないとはいい心{nl},,0x0E040FC0
0x0E03FA14,18,がけだな、{momo}よ。{np},,0x0E040FC4
0x0E03FA28,10,あたし、{nl},,0x0E040FC8
0x0E03FA34,26,戦いにきたんじゃないの！{np},,0x0E040FCC
0x0E03FA50,28,ねえ！ハクサイだいまおう！{nl},,0x0E040FD4
0x0E03FA6C,16,ごかいなのよ！{np},,0x0E040FD8
0x0E03FA7C,14,なんだと〜？{np},,0x0E040FDC
0x0E03FA8C,22,あたし、小さなころ、{nl},,0x0E040FE0
0x0E03FAA4,22,野菜がキライだった。{np},,0x0E040FE4
0x0E03FABC,29,でもね、{np}今は、もうおっきく{nl},,0x0E040FE8
0x0E03FADC,28,なったし、何でも食べられる{nl},,0x0E040FEC
0x0E03FAF8,18,ようになったの！{np},,0x0E040FF0
0x0E03FB0C,26,だったらどうだってんだ。{nl},,0x0E040FF4
0x0E03FB28,12,ああん？　{np},,0x0E040FF8
0x0E03FB34,22,今では、野菜だって、{nl},,0x0E0411AC
0x0E03FB4C,20,スキになったのよ！{np},,0x0E0411B0
0x0E03FB60,16,だから、もう、{nl},,0x0E0411B8
0x0E03FB70,29,ヒドイことしないで！{np}ね！？{np},,0x0E0411BC
0x0E03FB90,10,こいつ、{nl},,0x0E0411DC
0x0E03FB9C,22,ウソ言ってんですよ、{nl},,0x0E0411E0
0x0E03FBB4,18,だいまおう様！　{np},,0x0E0411E4
0x0E03FBC8,14,そうだのう。{np},,0x0E0411E8
0x0E03FBD8,26,野菜キライ選手けんで全国{nl},,0x0E0411EC
0x0E03FBF4,26,１位ってくらい野菜ギライ{nl},,0x0E0411F0
0x0E03FC10,14,だった{momo}が、{np},,0x0E0411F4
0x0E03FC20,16,そうカンタンに{nl},,0x0E0411F8
0x0E03FC30,18,改心するかのう。{np},,0x0E0411FC
0x0E03FC44,18,……………………{np},,0x0E041200
0x0E03FC58,22,だいまおう様だって、{nl},,0x0E041208
0x0E03FC70,26,何度サラの上に残されたか{nl},,0x0E04120C
0x0E03FC8C,20,おぼえてるでしょ！{np},,0x0E041210
0x0E03FCA0,26,サラダの中に入れられて、{nl},,0x0E041218
0x0E03FCBC,24,ちゃんとドレッシングを{nl},,0x0E04121C
0x0E03FCD4,14,かけられて、{np},,0x0E041220
0x0E03FCE4,26,さあ、いつ食べてくれるん{nl},,0x0E041224
0x0E03FD00,24,だろうってドキドキして{nl},,0x0E041228
0x0E03FD18,14,待ってると、{np},,0x0E04122C
0x0E03FD28,18,いつまでたっても{nl},,0x0E041230
0x0E03FD3C,22,食べてもらえない……{np},,0x0E041234
0x0E03FD54,10,そうだ。{nl},,0x0E041238
0x0E03FD60,24,トマトやレタスは順番に{nl},,0x0E04123C
0x0E03FD78,26,食べてもらえたってのに、{np},,0x0E041240
0x0E03FD94,28,最後の楽しみにとっといてる{nl},,0x0E041244
0x0E03FDB0,28,んだろうって期待してたら、{np},,0x0E041248
0x0E03FDCC,28,「ごちそうさま」ってことが{nl},,0x0E041404
0x0E03FDE8,20,何度もあったぞ！！{np},,0x0E041408
0x0E03FDFC,26,もっと、カワイソウなのは{nl},,0x0E041424
0x0E03FE18,22,パセリのヤツっすよ！{np},,0x0E041428
0x0E03FE30,28,あいつはたいていの料理には{nl},,0x0E041434
0x0E03FE4C,18,入れられるのに、{np},,0x0E041438
0x0E03FE60,24,ほとんどの場合、食べて{nl},,0x0E041448
0x0E03FE78,28,もらえやしないんですぜ！！{np},,0x0E04144C
0x0E03FE94,24,そうだ、おれ達ヤサイが{nl},,0x0E04145C
0x0E03FEAC,16,残されたあと、{np},,0x0E041460
0x0E03FEBC,26,どんなにカワイソーな目に{nl},,0x0E041464
0x0E03FED8,28,あってるか、知ってるのか？{np},,0x0E041468
0x0E03FEF4,8,う…う{np},,0x0E041474
0x0E03FEFC,16,オイラなんか、{nl},,0x0E041478
0x0E03FF0C,24,もったいないからって、{np},,0x0E04147C
0x0E03FF24,24,近所の公園の池のコイの{nl},,0x0E041480
0x0E03FF3C,26,エサにされちまったんだ！{np},,0x0E041484
0x0E03FF58,24,人間に食べられるために{nl},,0x0E041488
0x0E03FF70,28,遠い畑から、わざわざやって{nl},,0x0E04148C
0x0E03FF8C,18,きたってのによ！{np},,0x0E041490
0x0E03FFA0,28,コイだって、まだ食べてもら{nl},,0x0E041648
0x0E03FFBC,28,えたならいいじゃないかよ。{np},,0x0E04164C
0x0E03FFD8,28,オレ様なんか、コイのエサに{nl},,0x0E041670
0x0E03FFF4,28,もされず、れいぞうこの中で{nl},,0x0E041674
0x0E040010,20,とっとかれたんだ。{np},,0x0E041678
0x0E040024,14,そのあげく、{nl},,0x0E041680
0x0E040034,24,最後はゴミバコ行きよ。{np},,0x0E041684
0x0E04004C,16,結局、オレ様は{nl},,0x0E041688
0x0E04005C,26,すてられるためにわざわざ{nl},,0x0E04168C
0x0E040078,14,{momo}の家まで、{np},,0x0E041690
0x0E040088,26,遠い畑から行ってたような{nl},,0x0E041694
0x0E0400A4,18,もんだったんだ！{np},,0x0E041698
0x0E0400B8,15,ご…ごめん！{np}{nl},,0x0E0416A4
0x0E0400C8,23,ホントにごめんネ！！{np}{nl},,0x0E0416A8
0x0E0400E0,15,でも…{np}でも…{np},,0x0E0416AC
0x0E0400F0,16,でも、なんだ！{np},,0x0E0416B0
0x0E040100,20,いいわけすんな！！{np},,0x0E0416B4
0x0E040114,13,わかった！{np}{nl},,0x0E0416B8
0x0E040124,22,あたしが悪かったわ！{np},,0x0E0416BC
0x0E04013C,28,でもね、小さなこどもって、{nl},,0x0E0416C4
0x0E040158,28,ほとんどみんな、スキキライ{nl},,0x0E0416C8
0x0E040174,14,があって……{np},,0x0E0416CC
0x0E040184,18,とくにヤサイは…{nl},,0x0E0416D0
0x0E040198,18,…苦手なのよお…{np},,0x0E0416D4
0x0E0401AC,15,…{momo}ちゃん、{np}{nl},,0x0E0418A0
0x0E0401BC,14,わかったよ。{np},,0x0E0418A4
0x0E0401CC,14,エエエッ！！{nl},,0x0E0418BC
0x0E0401DC,22,だいまおうさまあ！？{np},,0x0E0418C0
0x0E0401F4,14,そ、そんな！{nl},,0x0E0418C8
0x0E040204,14,どうしたって{nl},,0x0E0418CC
0x0E040214,18,いうんスかっ！？{np},,0x0E0418D0
0x0E040228,13,ホント！？{np}{nl},,0x0E0418DC
0x0E040238,22,ゆるしてくれるの？　{np},,0x0E0418E0
0x0E040250,19,ああ、ホントさ。{np}{nl},,0x0E0418E4
0x0E040264,18,{momo}ちゃんは、もう{nl},,0x0E0418E8
